Info: *******************************************************************
Info: Running Quartus Prime Timing Analyzer
    Info: Version 20.1.1 Build 720 11/11/2020 SJ Standard Edition
    Info: Copyright (C) 2020  Intel Corporation. All rights reserved.
    Info: Your use of Intel Corporation's design tools, logic functions 
    Info: and other software and tools, and any partner logic 
    Info: functions, and any output files from any of the foregoing 
    Info: (including device programming or simulation files), and any 
    Info: associated documentation or information are expressly subject 
    Info: to the terms and conditions of the Intel Program License 
    Info: Subscription Agreement, the Intel Quartus Prime License Agreement,
    Info: the Intel FPGA IP License Agreement, or other applicable license
    Info: agreement, including, without limitation, that your use is for
    Info: the sole purpose of programming logic devices manufactured by
    Info: Intel and sold by Intel or its authorized distributors.  Please
    Info: refer to the applicable agreement for further details, at
    Info: https://fpgasoftware.intel.com/eula.
    Info: Processing started: Mon Apr 28 16:17:27 2025
Info: Command: quartus_sta --sdc=toolflow.sdc toolflow --do_report_timing
Info: qsta_default_script.tcl version: #1
Warning (18236): Number of processors has not been specified which may cause overloading on shared machines.  Set the global assignment NUM_PARALLEL_PROCESSORS in your QSF to an appropriate value for best performance.
Info (20030): Parallel compilation is enabled and will use 12 of the 12 processors detected
Info (21076): High junction temperature operating condition is not set. Assuming a default value of '85'.
Info (21076): Low junction temperature operating condition is not set. Assuming a default value of '0'.
Info (332104): Reading SDC File: 'toolflow.sdc'
Info: Found TIMING_ANALYZER_REPORT_SCRIPT_INCLUDE_DEFAULT_ANALYSIS = ON
Info: Analyzing Slow 1200mV 85C Model
Critical Warning (332148): Timing requirements not met
    Info (11105): For recommendations on closing timing, run Report Timing Closure Recommendations in the Timing Analyzer.
Info (332146): Worst-case setup slack is -1.112
    Info (332119):     Slack       End Point TNS Clock 
    Info (332119): ========= =================== =====================
    Info (332119):    -1.112              -4.536 iCLK 
Info (332146): Worst-case hold slack is 0.407
    Info (332119):     Slack       End Point TNS Clock 
    Info (332119): ========= =================== =====================
    Info (332119):     0.407               0.000 iCLK 
Info (332146): Worst-case recovery slack is 0.848
    Info (332119):     Slack       End Point TNS Clock 
    Info (332119): ========= =================== =====================
    Info (332119):     0.848               0.000 iCLK 
Info (332146): Worst-case removal slack is 1.790
    Info (332119):     Slack       End Point TNS Clock 
    Info (332119): ========= =================== =====================
    Info (332119):     1.790               0.000 iCLK 
Info (332146): Worst-case minimum pulse width slack is 9.624
    Info (332119):     Slack       End Point TNS Clock 
    Info (332119): ========= =================== =====================
    Info (332119):     9.624               0.000 iCLK 
Info (332114): Report Metastability: Found 2 synchronizer chains.
    Info (332114): The design MTBF is not calculated because there are no specified synchronizers in the design.
    Info (332114): Number of Synchronizer Chains Found: 2
    Info (332114): Shortest Synchronizer Chain: 2 Registers
    Info (332114): Fraction of Chains for which MTBFs Could Not be Calculated: 1.000
    Info (332114): Worst Case Available Settling Time: 37.352 ns
Info (332115): Report Timing: Found 1 setup paths (1 violated).  Worst case slack is -1.112
    Info (332115): -to_clock [get_clocks {iCLK}]
    Info (332115): -setup
    Info (332115): -stdout
Info (332115): Path #1: Setup slack is -1.112 (VIOLATED)
    Info (332115): ===================================================================
    Info (332115): From Node    : mem:DMem|altsyncram:ram_rtl_0|altsyncram_eg81:auto_generated|ram_block1a0~porta_we_reg
    Info (332115): To Node      : Pipeline_EX_MEM:EX_MEM_reg|reg_N:ALUout|dffg:\n_loop:31:d_flip_flop|s_Q
    Info (332115): Launch Clock : iCLK
    Info (332115): Latch Clock  : iCLK
    Info (332115): Data Arrival Path:
    Info (332115): Total (ns)  Incr (ns)     Type  Element
    Info (332115): ==========  ========= ==  ====  ===================================
    Info (332115):      0.000      0.000           launch edge time
    Info (332115):      9.619      0.120 FF    IC  ALU|adder|adder|\N_loop:21:full_add|o_C~0|datad
    Info (332115):      9.682      0.063 FF  CELL  ALU|adder|adder|\N_loop:21:full_add|o_C~0|combout
    Info (332115):      9.801      0.119 FF    IC  ALU|adder|adder|\N_loop:22:full_add|o_C~0|datad
    Info (332115):      9.864      0.063 FF  CELL  ALU|adder|adder|\N_loop:22:full_add|o_C~0|combout
    Info (332115):      9.983      0.119 FF    IC  ALU|adder|adder|\N_loop:23:full_add|o_C~0|datad
    Info (332115):     10.046      0.063 FF  CELL  ALU|adder|adder|\N_loop:23:full_add|o_C~0|combout
    Info (332115):     10.165      0.119 FF    IC  ALU|adder|adder|\N_loop:24:full_add|o_C~0|datad
    Info (332115):     10.228      0.063 FF  CELL  ALU|adder|adder|\N_loop:24:full_add|o_C~0|combout
    Info (332115):     10.354      0.126 FF    IC  ALU|adder|adder|\N_loop:25:full_add|o_C~0|datac
    Info (332115):     10.487      0.133 FF  CELL  ALU|adder|adder|\N_loop:25:full_add|o_C~0|combout
    Info (332115):     10.606      0.119 FF    IC  ALU|adder|adder|\N_loop:26:full_add|o_C~0|datad
    Info (332115):     10.669      0.063 FF  CELL  ALU|adder|adder|\N_loop:26:full_add|o_C~0|combout
    Info (332115):     10.791      0.122 FF    IC  ALU|adder|adder|\N_loop:27:full_add|o_C~0|datad
    Info (332115):     10.854      0.063 FF  CELL  ALU|adder|adder|\N_loop:27:full_add|o_C~0|combout
    Info (332115):     10.977      0.123 FF    IC  ALU|adder|adder|\N_loop:28:full_add|o_C~0|datad
    Info (332115):     11.040      0.063 FF  CELL  ALU|adder|adder|\N_loop:28:full_add|o_C~0|combout
    Info (332115):     11.159      0.119 FF    IC  ALU|adder|adder|\N_loop:29:full_add|o_C~0|datad
    Info (332115):     11.222      0.063 FF  CELL  ALU|adder|adder|\N_loop:29:full_add|o_C~0|combout
    Info (332115):     11.351      0.129 FF    IC  ALU|adder|adder|\N_loop:30:full_add|o_C~0|datac
    Info (332115):     11.484      0.133 FF  CELL  ALU|adder|adder|\N_loop:30:full_add|o_C~0|combout
    Info (332115):     11.848      0.364 FF    IC  ALU|mux|o_out[31]|datad
    Info (332115):     11.911      0.063 FF  CELL  ALU|mux|o_out[31]|combout
    Info (332115):     11.911      0.000 FF    IC  EX_MEM_reg|ALUout|\n_loop:31:d_flip_flop|s_Q|d
    Info (332115):     11.961      0.050 FF  CELL  Pipeline_EX_MEM:EX_MEM_reg|reg_N:ALUout|dffg:\n_loop:31:d_flip_flop|s_Q
    Info (332115): Data Required Path:
    Info (332115): Total (ns)  Incr (ns)     Type  Element
    Info (332115): ==========  ========= ==  ====  ===================================
    Info (332115):     20.000     20.000           latch edge time
    Info (332115):     21.783      1.783  R        clock network delay
    Info (332115):     21.788      0.005           clock pessimism removed
    Info (332115):     21.768     -0.020           clock uncertainty
    Info (332115):     21.775      0.007     uTsu  Pipeline_EX_MEM:EX_MEM_reg|reg_N:ALUout|dffg:\n_loop:31:d_flip_flop|s_Q
    Info (332115): Data Arrival Time  :    11.961
    Info (332115): Data Required Time :    21.775
    Info (332115): Slack              :     9.814 
    Info (332115): ===================================================================
Info (332115): Report Timing: Found 1 hold paths (0 violated).  Worst case slack is 0.188
    Info (332115): -to_clock [get_clocks {iCLK}]
    Info (332115): -hold
    Info (332115): -stdout
Info (332115): Path #1: Hold slack is 0.188 
    Info (332115): ===================================================================
    Info (332115): From Node    : PC_reg:PC|dffg:\n_loop:2:d_flip_flop|s_Q
    Info (332115): To Node      : PC_reg:PC|dffg:\n_loop:2:d_flip_flop|s_Q
    Info (332115): Launch Clock : iCLK
    Info (332115): Latch Clock  : iCLK
    Info (332115): Data Arrival Path:
    Info (332115): Total (ns)  Incr (ns)     Type  Element
    Info (332115): ==========  ========= ==  ====  ===================================
    Info (332115):      0.000      0.000           launch edge time
    Info (332115):      1.595      1.595  R        clock network delay
    Info (332115):      1.700      0.105     uTco  PC_reg:PC|dffg:\n_loop:2:d_flip_flop|s_Q
    Info (332115):      1.700      0.000 FF  CELL  PC|\n_loop:2:d_flip_flop|s_Q|q
    Info (332115):      1.700      0.000 FF    IC  PC|s_data[2]~1|datac
    Info (332115):      1.878      0.178 FR  CELL  PC|s_data[2]~1|combout
    Info (332115):      1.878      0.000 RR    IC  PC|\n_loop:2:d_flip_flop|s_Q|d
    Info (332115):      1.909      0.031 RR  CELL  PC_reg:PC|dffg:\n_loop:2:d_flip_flop|s_Q
    Info (332115): Data Required Path:
    Info (332115): Total (ns)  Incr (ns)     Type  Element
    Info (332115): ==========  ========= ==  ====  ===================================
    Info (332115):      0.000      0.000           latch edge time
    Info (332115):      1.657      1.657  R        clock network delay
    Info (332115):      1.637     -0.020           clock pessimism removed
    Info (332115):      1.637      0.000           clock uncertainty
    Info (332115):      1.721      0.084      uTh  PC_reg:PC|dffg:\n_loop:2:d_flip_flop|s_Q
    Info (332115): Data Arrival Time  :     1.909
    Info (332115): Data Required Time :     1.721
    Info (332115): Slack              :     0.188 
    Info (332115): ===================================================================
Info (332115): Report Timing: Found 1 recovery paths (0 violated).  Worst case slack is 7.029
    Info (332115): -to_clock [get_clocks {iCLK}]
    Info (332115): -recovery
    Info (332115): -stdout
Info (332115): Path #1: Recovery slack is 7.029 
    Info (332115): ===================================================================
    Info (332115): From Node    : iCLK
    Info (332115): To Node      : Pipeline_ID_EX:ID_EX_reg|reg_N:RsVal|dffg:\n_loop:5:d_flip_flop|s_Q
    Info (332115): Launch Clock : iCLK (INVERTED)
    Info (332115): Latch Clock  : iCLK
    Info (332115): Data Arrival Path:
    Info (332115): Total (ns)  Incr (ns)     Type  Element
    Info (332115): ==========  ========= ==  ====  ===================================
    Info (332115):     10.000     10.000           launch edge time
    Info (332115):     10.000      0.000  F        clock network delay
    Info (332115):     10.000      0.000  F        iCLK
    Info (332115):     10.000      0.000 FF    IC  iCLK~input|i
    Info (332115):     10.748      0.748 FF  CELL  iCLK~input|o
    Info (332115):     11.912      1.164 FF    IC  ID_EX_reg|s_reset|datac
    Info (332115):     12.045      0.133 FF  CELL  ID_EX_reg|s_reset|combout
    Info (332115):     13.064      1.019 FF    IC  ID_EX_reg|s_reset~clkctrl|inclk[0]
    Info (332115):     13.064      0.000 FF  CELL  ID_EX_reg|s_reset~clkctrl|outclk
    Info (332115):     14.156      1.092 FF    IC  ID_EX_reg|RsVal|\n_loop:5:d_flip_flop|s_Q|clrn
    Info (332115):     14.547      0.391 FR  CELL  Pipeline_ID_EX:ID_EX_reg|reg_N:RsVal|dffg:\n_loop:5:d_flip_flop|s_Q
    Info (332115): Data Required Path:
    Info (332115): Total (ns)  Incr (ns)     Type  Element
    Info (332115): ==========  ========= ==  ====  ===================================
    Info (332115):     20.000     20.000           latch edge time
    Info (332115):     21.589      1.589  R        clock network delay
    Info (332115):     21.569     -0.020           clock uncertainty
    Info (332115):     21.576      0.007     uTsu  Pipeline_ID_EX:ID_EX_reg|reg_N:RsVal|dffg:\n_loop:5:d_flip_flop|s_Q
    Info (332115): Data Arrival Time  :    14.547
    Info (332115): Data Required Time :    21.576
    Info (332115): Slack              :     7.029 
    Info (332115): ===================================================================
Info (332115): Report Timing: Found 1 removal paths (0 violated).  Worst case slack is 0.971
    Info (332115): -to_clock [get_clocks {iCLK}]
    Info (332115): -removal
    Info (332115): -stdout
Info (332115): Path #1: Removal slack is 0.971 
    Info (332115): ===================================================================
    Info (332115): From Node    : iCLK
    Info (332115): To Node      : Pipeline_EX_MEM:EX_MEM_reg|reg_N:PCAdd4|dffg:\n_loop:4:d_flip_flop|s_Q
    Info (332115): Launch Clock : iCLK
    Info (332115): Latch Clock  : iCLK
    Info (332115): Data Arrival Path:
    Info (332115): Total (ns)  Incr (ns)     Type  Element
    Info (332115): ==========  ========= ==  ====  ===================================
    Info (332115):      0.000      0.000           launch edge time
    Info (332115):      0.000      0.000  R        clock network delay
    Info (332115):      0.000      0.000  R        iCLK
    Info (332115):      0.000      0.000 RR    IC  iCLK~input|i
    Info (332115):      0.368      0.368 RR  CELL  iCLK~input|o
    Info (332115):      2.070      1.702 RR    IC  EX_MEM_reg|s_reset|dataa
    Info (332115):      2.251      0.181 RR  CELL  EX_MEM_reg|s_reset|combout
    Info (332115):      2.352      0.101 RR    IC  EX_MEM_reg|PCAdd4|\n_loop:4:d_flip_flop|s_Q|clrn
    Info (332115):      2.718      0.366 RF  CELL  Pipeline_EX_MEM:EX_MEM_reg|reg_N:PCAdd4|dffg:\n_loop:4:d_flip_flop|s_Q
    Info (332115): Data Required Path:
    Info (332115): Total (ns)  Incr (ns)     Type  Element
    Info (332115): ==========  ========= ==  ====  ===================================
    Info (332115):      0.000      0.000           latch edge time
    Info (332115):      1.663      1.663  R        clock network delay
    Info (332115):      1.663      0.000           clock uncertainty
    Info (332115):      1.747      0.084      uTh  Pipeline_EX_MEM:EX_MEM_reg|reg_N:PCAdd4|dffg:\n_loop:4:d_flip_flop|s_Q
    Info (332115): Data Arrival Time  :     2.718
    Info (332115): Data Required Time :     1.747
    Info (332115): Slack              :     0.971 
    Info (332115): ===================================================================
Info (332102): Design is not fully constrained for setup requirements
Info (332102): Design is not fully constrained for hold requirements
Info: Quartus Prime Timing Analyzer was successful. 0 errors, 2 warnings
    Info: Peak virtual memory: 972 megabytes
    Info: Processing ended: Mon Apr 28 16:17:32 2025
    Info: Elapsed time: 00:00:05
    Info: Total CPU time (on all processors): 00:00:04
